Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/28/2019 4:25:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.85,0573,4/28/2019 4:23:08 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.26,0008-0486,4/28/2019 4:22:28 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.27,80152,4/28/2019 3:58:55 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.13,0008-0549,4/28/2019 3:56:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/28/2019 3:55:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.83,0573,4/28/2019 3:53:08 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.33,0008-0486,4/28/2019 3:52:29 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.33,80152,4/28/2019 3:28:55 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.18,0008-0549,4/28/2019 3:26:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/28/2019 3:25:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.86,0573,4/28/2019 3:23:08 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.35,0008-0486,4/28/2019 3:22:30 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.07,0008-0486,4/28/2019 2:52:29 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.3,80152,4/28/2019 2:28:56 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.18,0008-0549,4/28/2019 2:26:50 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/28/2019 2:25:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.95,0573,4/28/2019 2:23:09 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.84,0008-0486,4/28/2019 2:22:29 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.12,80152,4/28/2019 1:28:56 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.17,0008-0549,4/28/2019 1:26:50 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,4/28/2019 1:25:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0573,4/28/2019 1:23:09 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/28/2019 1:22:29 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,4/28/2019 12:58:56 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.18,0008-0549,4/28/2019 12:56:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.48,0008-0509,4/28/2019 12:55:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0573,4/28/2019 12:53:09 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.82,0008-0486,4/28/2019 12:52:30 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.23,80152,4/27/2019 11:58:56 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.13,0008-0549,4/27/2019 11:56:49 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.82,0008-0509,4/27/2019 11:55:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0573,4/27/2019 11:53:09 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.3,0008-0486,4/27/2019 11:52:30 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.32,80152,4/27/2019 11:28:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.13,0008-0549,4/27/2019 11:26:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/27/2019 11:25:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/27/2019 11:23:09 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.23,0008-0486,4/27/2019 11:22:29 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.24,80152,4/27/2019 10:58:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,22.08,0008-0549,4/27/2019 10:56:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.12,0008-0509,4/27/2019 10:55:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/27/2019 10:53:09 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.08,0008-0486,4/27/2019 10:52:30 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.16,80152,4/27/2019 10:28:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.99,0008-0549,4/27/2019 10:26:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/27/2019 10:25:19 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.75,0573,4/27/2019 10:23:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.82,0008-0486,4/27/2019 10:22:30 PM,
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 9:58:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.88,0008-0549,4/27/2019 9:56:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.81,0008-0509,4/27/2019 9:55:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.7,0573,4/27/2019 9:53:10 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.63,0008-0486,4/27/2019 9:52:30 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.91,80152,4/27/2019 9:28:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.88,0008-0549,4/27/2019 9:26:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/27/2019 9:25:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.74,0573,4/27/2019 9:23:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 9:22:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 8:58:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 8:56:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.43,0008-0509,4/27/2019 8:55:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.78,0573,4/27/2019 8:53:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.7,0008-0486,4/27/2019 8:52:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/27/2019 8:28:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.91,0008-0549,4/27/2019 8:26:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 8:25:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.72,0573,4/27/2019 8:23:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.07,0008-0486,4/27/2019 8:22:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/27/2019 7:58:57 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.86,0008-0549,4/27/2019 7:56:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/27/2019 7:55:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0573,4/27/2019 7:53:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/27/2019 7:52:30 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/27/2019 7:28:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.82,0008-0549,4/27/2019 7:26:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/27/2019 7:25:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.55,0573,4/27/2019 7:23:10 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/27/2019 7:22:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 6:58:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.69,0008-0549,4/27/2019 6:56:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/27/2019 6:55:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.41,0573,4/27/2019 6:53:11 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 6:52:32 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.72,80152,4/27/2019 6:28:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.61,0008-0549,4/27/2019 6:26:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.77,0008-0509,4/27/2019 6:25:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.45,0573,4/27/2019 6:23:11 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/27/2019 6:22:32 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.61,80152,4/27/2019 5:58:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.53,0008-0549,4/27/2019 5:56:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.47,0008-0509,4/27/2019 5:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.33,0573,4/27/2019 5:53:11 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.48,0008-0486,4/27/2019 5:52:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.46,80152,4/27/2019 5:28:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.46,0008-0549,4/27/2019 5:26:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.32,0008-0509,4/27/2019 5:25:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.28,0573,4/27/2019 5:23:11 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.56,0008-0486,4/27/2019 5:22:31 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.71,80152,4/27/2019 4:58:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.59,0008-0549,4/27/2019 4:56:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 4:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.35,0573,4/27/2019 4:53:11 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 4:52:32 PM,
QA-Cooler3-5April,Dev Site,Double,1,21.53,80152,4/27/2019 4:28:59 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.41,0008-0549,4/27/2019 4:26:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.74,0008-0509,4/27/2019 4:25:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,20.98,0573,4/27/2019 4:23:11 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.12,0008-0486,4/27/2019 4:22:32 PM,
QA-Cooler3-5April,Dev Site,Double,1,21.66,80152,4/27/2019 3:58:58 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.48,0008-0549,4/27/2019 3:56:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/27/2019 3:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.13,0573,4/27/2019 3:53:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.9,0008-0486,4/27/2019 3:52:32 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.33,0008-0549,4/27/2019 3:26:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 3:25:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,20.89,0573,4/27/2019 3:23:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.67,0008-0486,4/27/2019 3:22:32 PM,
QA-Cooler3-5April,Dev Site,Double,5,21.54,80152,4/27/2019 2:58:59 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.44,0008-0549,4/27/2019 2:56:53 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/27/2019 2:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.15,0573,4/27/2019 2:53:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.53,0008-0486,4/27/2019 2:52:32 PM,
QA-Cooler3-5April,Dev Site,Double,6,21.61,80152,4/27/2019 2:28:59 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.49,0008-0549,4/27/2019 2:26:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.4,0008-0509,4/27/2019 2:25:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.26,0573,4/27/2019 2:23:12 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.42,0008-0486,4/27/2019 2:22:33 PM,
QA-Cooler3-5April,Dev Site,Double,7,21.39,80152,4/27/2019 1:59:00 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.38,0008-0549,4/27/2019 1:56:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.33,0008-0509,4/27/2019 1:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.08,0573,4/27/2019 1:53:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.85,0008-0486,4/27/2019 1:52:33 PM,
QA-Cooler3-5April,Dev Site,Double,8,21.56,80152,4/27/2019 1:29:00 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.51,0008-0549,4/27/2019 1:26:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 1:25:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.2,0573,4/27/2019 1:23:12 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.17,0008-0486,4/27/2019 1:22:33 PM,
QA-Cooler3-5April,Dev Site,Double,4,21.66,80152,4/27/2019 12:58:59 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.49,0008-0549,4/27/2019 12:56:53 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 12:55:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,20.89,0573,4/27/2019 12:53:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.07,0008-0486,4/27/2019 12:52:32 PM,
QA-Cooler3-5April,Dev Site,Double,11,21.57,80152,4/27/2019 12:29:00 PM,
QA-Cooler1-5April,Dev Site,Double,2,21.45,0008-0549,4/27/2019 12:26:53 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/27/2019 12:25:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,20.95,0573,4/27/2019 12:23:13 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.68,0008-0486,4/27/2019 12:22:33 PM,
QA-Cooler3-5April,Dev Site,Double,12,21.57,80152,4/27/2019 11:59:00 AM,
QA-Cooler1-5April,Dev Site,Double,2,21.48,0008-0549,4/27/2019 11:56:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.55,0008-0509,4/27/2019 11:55:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.17,0573,4/27/2019 11:53:12 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.48,0008-0486,4/27/2019 11:52:33 AM,
QA-Cooler3-5April,Dev Site,Double,12,21.49,80152,4/27/2019 11:29:00 AM,
QA-Cooler1-5April,Dev Site,Double,2,21.41,0008-0549,4/27/2019 11:26:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.37,0008-0509,4/27/2019 11:25:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.1,0573,4/27/2019 11:23:12 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.53,0008-0486,4/27/2019 11:22:33 AM,
QA-Cooler3-5April,Dev Site,Double,10,21.44,80152,4/27/2019 10:59:00 AM,
QA-Cooler1-5April,Dev Site,Double,1,21.42,0008-0549,4/27/2019 10:56:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.39,0008-0509,4/27/2019 10:55:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.18,0573,4/27/2019 10:53:13 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.93,0008-0486,4/27/2019 10:52:34 AM,
QA-Cooler3-5April,Dev Site,Double,9,21.54,80152,4/27/2019 10:29:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.56,0008-0549,4/27/2019 10:26:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 10:25:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.2,0573,4/27/2019 10:23:12 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.15,0008-0486,4/27/2019 10:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,7,21.64,80152,4/27/2019 9:59:00 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.63,0008-0549,4/27/2019 9:56:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 9:55:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.25,0573,4/27/2019 9:53:13 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.17,0008-0486,4/27/2019 9:52:33 AM,
QA-Cooler3-5April,Dev Site,Double,6,21.73,80152,4/27/2019 9:29:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.69,0008-0549,4/27/2019 9:26:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/27/2019 9:25:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.47,0573,4/27/2019 9:23:13 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.87,0008-0486,4/27/2019 9:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,5,22.06,80152,4/27/2019 8:59:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/27/2019 8:56:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.82,0008-0509,4/27/2019 8:55:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/27/2019 8:53:13 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.67,0008-0486,4/27/2019 8:52:34 AM,
QA-Cooler3-5April,Dev Site,Double,4,22.12,80152,4/27/2019 8:29:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/27/2019 8:26:54 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.6,0008-0509,4/27/2019 8:25:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.83,0573,4/27/2019 8:23:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 8:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.12,80152,4/27/2019 7:59:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.02,0008-0549,4/27/2019 7:56:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.5,0008-0509,4/27/2019 7:55:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/27/2019 7:53:14 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.87,0008-0486,4/27/2019 7:52:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/27/2019 7:29:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/27/2019 7:26:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.59,0008-0509,4/27/2019 7:25:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.77,0573,4/27/2019 7:23:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.19,0008-0486,4/27/2019 7:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.24,80152,4/27/2019 6:59:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.11,0008-0549,4/27/2019 6:56:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/27/2019 6:55:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.83,0573,4/27/2019 6:53:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.38,0008-0486,4/27/2019 6:52:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,4/27/2019 6:29:01 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.08,0008-0549,4/27/2019 6:26:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.08,0008-0509,4/27/2019 6:25:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/27/2019 6:23:13 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.22,0008-0486,4/27/2019 6:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.17,80152,4/27/2019 5:59:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/27/2019 5:56:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.07,0008-0509,4/27/2019 5:55:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.8,0573,4/27/2019 5:53:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.9,0008-0486,4/27/2019 5:52:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/27/2019 5:29:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 5:26:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.93,0008-0509,4/27/2019 5:25:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.72,0573,4/27/2019 5:23:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/27/2019 5:22:34 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 4:59:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 4:56:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.69,0008-0509,4/27/2019 4:55:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.77,0573,4/27/2019 4:53:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 4:52:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.02,80152,4/27/2019 4:29:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 4:26:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 4:25:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.81,0573,4/27/2019 4:23:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.53,0008-0486,4/27/2019 4:22:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 3:59:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.94,0008-0549,4/27/2019 3:56:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 3:55:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.78,0573,4/27/2019 3:53:15 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.7,0008-0486,4/27/2019 3:52:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/27/2019 3:29:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.9,0008-0549,4/27/2019 3:26:55 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.45,0008-0509,4/27/2019 3:25:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.72,0573,4/27/2019 3:23:14 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.01,0008-0486,4/27/2019 3:22:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/27/2019 2:59:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 2:56:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,4/27/2019 2:55:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.59,0573,4/27/2019 2:53:14 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.29,0008-0486,4/27/2019 2:52:36 AM,
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 2:29:02 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 2:26:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/27/2019 2:25:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.56,0573,4/27/2019 2:23:15 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.23,0008-0486,4/27/2019 2:22:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.88,80152,4/27/2019 1:59:03 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.82,0008-0549,4/27/2019 1:56:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.97,0008-0509,4/27/2019 1:55:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.59,0573,4/27/2019 1:53:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 1:52:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/27/2019 1:29:03 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/27/2019 1:26:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/27/2019 1:25:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.57,0573,4/27/2019 1:23:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.68,0008-0486,4/27/2019 1:22:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.84,80152,4/27/2019 12:59:03 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.75,0008-0549,4/27/2019 12:56:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/27/2019 12:55:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.55,0573,4/27/2019 12:53:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.5,0008-0486,4/27/2019 12:52:35 AM,
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 12:29:03 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.78,0008-0549,4/27/2019 12:26:56 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 12:25:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,21.62,0573,4/27/2019 12:23:15 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 12:22:35 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.84,0008-0486,4/26/2019 11:52:35 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.81,80152,4/26/2019 11:29:03 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/26/2019 11:26:56 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,4/26/2019 11:25:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.53,0573,4/26/2019 11:23:16 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.25,0008-0486,4/26/2019 11:22:36 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/26/2019 10:59:03 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.78,0008-0549,4/26/2019 10:56:57 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.94,0008-0509,4/26/2019 10:55:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.5,0573,4/26/2019 10:53:16 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/26/2019 10:52:36 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.84,80152,4/26/2019 10:29:04 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.66,0008-0549,4/26/2019 10:26:56 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.99,0008-0509,4/26/2019 10:25:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,21.35,0573,4/26/2019 10:23:16 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/26/2019 10:22:38 PM,
QA-Cooler3-5April,Dev Site,Double,0,21.73,80152,4/26/2019 9:59:05 PM,
